Date,Account,Closed PnL
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,770.756024
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,983.443176
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,913.8817869999998
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,559.44389
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3639.3031690000003
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,191.29666400000002
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1024.70728
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,816.0903969999999
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5491.768834
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1670.012358
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,259.62944200000004
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,477.6248299999999
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4325.827543
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8.05898
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3053.31353
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,210.315294
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1858.7985700000002
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3894.1050699999996
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1418.55293
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-30.7705
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4416.8473
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,312.130593
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,576.38114
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2503.747235
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8493.192736
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1320.804256
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.004099
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.825139
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,65.480454
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3400.385378
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,338.42832
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5509.2545
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,388.830831
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,228.57984
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,429.683075
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,73.61088
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1244.6384
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.3193
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,842.799493
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-174.00152
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2593.147623
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3829.986976
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2097.182
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,238.326075
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1297.018477
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1302.916428
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20.599193
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3195.3074
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,189.192
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-38.78086
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,227.85100799999998
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.097404
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1100.57514
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,912.786145
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.5522159999999
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2830.444513
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6621.451755
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-36565.98544
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,461.97292000000004
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3774.08872
2024-04-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2467.702221
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2441.4683999999997
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1946.4454620000001
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,759.2148159999999
2024-04-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,360.32138
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,279.185907
2024-04-25,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4281.488139
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,526.9338359999999
2024-04-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.861625
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.844579999999999
2024-05-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.916
2024-05-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,968.59038
2024-05-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,656.21704
2024-05-07,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.0
2024-05-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,227.320653
2024-05-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.56576
2024-05-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1147.595856
2024-05-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2101.741695
2024-05-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,251.604742
2024-05-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2136.853859
2024-05-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1150.5233050000002
2024-05-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,948.970582
2024-05-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,214.5898
2024-05-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3522.3946610000003
2024-05-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-74.818442
2024-05-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6017.309216
2024-05-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1272.088356
2024-05-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-05-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.0
2024-05-23,0x8477e447846c758f5a675856001ea72298fd9cb5,413.347329
2024-05-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,821.949278
2024-05-25,0x8477e447846c758f5a675856001ea72298fd9cb5,14.126038999999999
2024-05-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-05-26,0x8477e447846c758f5a675856001ea72298fd9cb5,5.2257
2024-05-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,773.4582
2024-05-27,0x8477e447846c758f5a675856001ea72298fd9cb5,1129.35587
2024-05-29,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-05-29,0x8477e447846c758f5a675856001ea72298fd9cb5,277.791953
2024-05-30,0x8477e447846c758f5a675856001ea72298fd9cb5,20.951433
2024-05-31,0x8477e447846c758f5a675856001ea72298fd9cb5,25.35812
2024-06-01,0x8477e447846c758f5a675856001ea72298fd9cb5,91.510419
2024-06-02,0x8477e447846c758f5a675856001ea72298fd9cb5,192.906947
2024-06-03,0x8477e447846c758f5a675856001ea72298fd9cb5,562.808208
2024-06-04,0x8477e447846c758f5a675856001ea72298fd9cb5,52.211438
2024-06-05,0x8477e447846c758f5a675856001ea72298fd9cb5,56.055506
2024-06-06,0x8477e447846c758f5a675856001ea72298fd9cb5,274.173187
2024-06-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7329.223137999999
2024-06-07,0x8477e447846c758f5a675856001ea72298fd9cb5,1573.244278
2024-06-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-08,0x8477e447846c758f5a675856001ea72298fd9cb5,129.13883900000002
2024-06-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-10,0x8477e447846c758f5a675856001ea72298fd9cb5,31.266804999999998
2024-06-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-11,0x8477e447846c758f5a675856001ea72298fd9cb5,51.081143
2024-06-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,4269.550668
2024-06-12,0x8477e447846c758f5a675856001ea72298fd9cb5,-21886.531493
2024-06-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-1.40304
2024-06-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,6634.160155
2024-06-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,10258.592609
2024-06-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2084.433906
2024-06-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1285.5244400000001
2024-06-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1268.7590360000002
2024-06-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,9330.743339
2024-06-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,282.57636
2024-06-19,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-06-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2053.973644
2024-06-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2833.6833
2024-06-20,0x430f09841d65beb3f27765503d0f850b8bce7713,57478.456026
2024-06-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,773.5582039999999
2024-06-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,756.876565
2024-06-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,4869.353105
2024-06-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4197.732182
2024-06-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-06-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1842.738325
2024-06-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,4307.587820000001
2024-06-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-06-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1202.488212
2024-07-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3863.351096
2024-07-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2421.253116
2024-07-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1118.387284
2024-07-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,108.87217799999999
2024-07-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,61.428942
2024-07-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,648.984412
2024-07-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11595.627026
2024-07-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,382.10788099999996
2024-07-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1876.812082
2024-07-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1412.314654
2024-07-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2678.839374
2024-07-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,234.778463
2024-07-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-15,0x271b280974205ca63b716753467d5a371de622ab,-1.0
2024-07-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-17,0x8477e447846c758f5a675856001ea72298fd9cb5,1859.269477
2024-07-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-07-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2569.979964
2024-07-18,0x8477e447846c758f5a675856001ea72298fd9cb5,1233.9043470000001
2024-07-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2120.091364
2024-07-19,0x8477e447846c758f5a675856001ea72298fd9cb5,35.79975
2024-07-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,129.66130099999998
2024-07-20,0x8477e447846c758f5a675856001ea72298fd9cb5,2169.508265
2024-07-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-21,0x8477e447846c758f5a675856001ea72298fd9cb5,-2960.716887
2024-07-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2273.29301
2024-07-22,0x8477e447846c758f5a675856001ea72298fd9cb5,-756.173134
2024-07-23,0x430f09841d65beb3f27765503d0f850b8bce7713,88084.992348
2024-07-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-07-23,0x8477e447846c758f5a675856001ea72298fd9cb5,1805.309858
